"CellID","Group","Cell","ExpLibSize","Matrix_Order","spatial_index","row","col","Checker_120_15","Mapped_Color"
"Type2_146","Type2","Cell332",39806.5791023579,332,318,2,77,"White","#8c510a"
"Type2_147","Type2","Cell333",63191.5929949736,333,320,2,79,"White","#8c510a"
"Type2_148","Type2","Cell334",53440.2601652593,334,321,2,80,"White","#8c510a"
"Type2_149","Type2","Cell335",85490.1750425432,335,322,2,81,"White","#8c510a"
"Type2_150","Type2","Cell336",75843.1130212556,336,323,2,82,"White","#8c510a"
"Type2_151","Type2","Cell337",64564.7856864069,337,324,2,83,"White","#8c510a"
"Type2_152","Type2","Cell338",72829.3776417698,338,325,2,84,"White","#8c510a"
"Type1_187","Type1","Cell339",60995.660125286,339,345,2,104,"Black","#35978f"
"Type2_153","Type2","Cell340",61174.0900222153,340,326,2,85,"White","#8c510a"
"Type2_154","Type2","Cell341",56426.6308173801,341,327,2,86,"White","#8c510a"
"Type1_188","Type1","Cell342",66542.4224095876,342,347,2,106,"White","#35978f"
"Type1_189","Type1","Cell343",68385.5837411962,343,348,2,107,"White","#35978f"
"Type1_190","Type1","Cell344",36885.8537674335,344,361,3,0,"Black","#35978f"
"Type1_191","Type1","Cell345",73339.3442535467,345,362,3,1,"Black","#35978f"
"Type1_192","Type1","Cell346",35960.7223518278,346,363,3,2,"Black","#35978f"
"Type2_155","Type2","Cell347",42460.7715824198,347,328,2,87,"White","#8c510a"
"Type1_193","Type1","Cell348",48845.081595545,348,364,3,3,"Black","#35978f"
"Type1_194","Type1","Cell349",52360.758450261,349,365,3,4,"Black","#35978f"
"Type1_195","Type1","Cell350",77823.1538734161,350,367,3,6,"Black","#35978f"
"Type1_196","Type1","Cell351",75240.3969911854,351,369,3,8,"Black","#35978f"
"Type1_197","Type1","Cell352",62537.0970833825,352,370,3,9,"Black","#35978f"
"Type1_198","Type1","Cell353",62694.173544358,353,373,3,12,"Black","#35978f"
"Type2_156","Type2","Cell354",72179.8864855201,354,329,2,88,"White","#8c510a"
"Type2_157","Type2","Cell355",63265.9066140308,355,330,2,89,"White","#8c510a"
"Type1_199","Type1","Cell356",67121.7406262476,356,374,3,13,"Black","#35978f"
"Type1_200","Type1","Cell357",63086.5643825576,357,375,3,14,"Black","#35978f"
"Type2_158","Type2","Cell358",41315.823370632,358,332,2,91,"Black","#8c510a"
"Type2_159","Type2","Cell359",60763.9911426816,359,346,2,105,"White","#8c510a"
"Type1_201","Type1","Cell360",66546.7888165444,360,380,3,19,"White","#35978f"
"Type1_202","Type1","Cell361",75039.8874394589,361,381,3,20,"White","#35978f"
"Type1_203","Type1","Cell362",74312.8915731801,362,391,3,30,"Black","#35978f"
"Type2_160","Type2","Cell363",62220.5672338893,363,349,2,108,"White","#8c510a"
"Type2_161","Type2","Cell364",42132.2508553282,364,350,2,109,"White","#8c510a"
"Type1_204","Type1","Cell365",76468.3600713795,365,392,3,31,"Black","#35978f"
"Type1_205","Type1","Cell366",54288.3842113223,366,393,3,32,"Black","#35978f"
"Type1_206","Type1","Cell367",41388.4516057053,367,396,3,35,"Black","#35978f"
"Type2_162","Type2","Cell368",60081.8356928765,368,351,2,110,"White","#8c510a"
"Type2_163","Type2","Cell369",61752.605707445,369,352,2,111,"White","#8c510a"
"Type2_164","Type2","Cell370",62176.9452400353,370,353,2,112,"White","#8c510a"
"Type1_207","Type1","Cell371",51326.958399371,371,397,3,36,"Black","#35978f"
"Type2_165","Type2","Cell372",68420.5543389715,372,354,2,113,"White","#8c510a"
"Type2_166","Type2","Cell373",67332.695658413,373,355,2,114,"White","#8c510a"
"Type1_208","Type1","Cell374",52703.3832623391,374,398,3,37,"Black","#35978f"
"Type2_167","Type2","Cell375",38008.873426446,375,356,2,115,"White","#8c510a"
"Type2_168","Type2","Cell376",59463.9615339998,376,357,2,116,"White","#8c510a"
"Type2_169","Type2","Cell377",33783.3033521312,377,358,2,117,"White","#8c510a"
"Type2_170","Type2","Cell378",44132.9754694244,378,359,2,118,"White","#8c510a"
"Type1_209","Type1","Cell379",54808.1160111797,379,399,3,38,"Black","#35978f"
"Type2_171","Type2","Cell380",52524.229783883,380,360,2,119,"White","#8c510a"
"Type2_172","Type2","Cell381",59989.6461230171,381,366,3,5,"Black","#8c510a"
"Type2_173","Type2","Cell382",61538.4894367043,382,368,3,7,"Black","#8c510a"
"Type1_210","Type1","Cell383",46982.4407229424,383,400,3,39,"Black","#35978f"
"Type2_174","Type2","Cell384",61535.9854878281,384,371,3,10,"Black","#8c510a"
"Type1_211","Type1","Cell385",74437.0712289023,385,401,3,40,"Black","#35978f"
"Type1_212","Type1","Cell386",56280.4661664352,386,402,3,41,"Black","#35978f"
"Type1_213","Type1","Cell387",68589.9255962122,387,403,3,42,"Black","#35978f"
"Type2_175","Type2","Cell388",56291.1258169685,388,372,3,11,"Black","#8c510a"
"Type1_214","Type1","Cell389",66181.898920287,389,404,3,43,"Black","#35978f"
"Type2_176","Type2","Cell390",57726.3214439271,390,376,3,15,"White","#8c510a"
"Type2_177","Type2","Cell391",48789.7288962723,391,377,3,16,"White","#8c510a"
"Type2_178","Type2","Cell392",47893.4380059784,392,378,3,17,"White","#8c510a"
"Type1_215","Type1","Cell393",76298.4194173733,393,405,3,44,"Black","#35978f"
"Type1_216","Type1","Cell394",45942.331724348,394,408,3,47,"White","#35978f"
"Type2_179","Type2","Cell395",65641.68581315,395,379,3,18,"White","#8c510a"
"Type1_217","Type1","Cell396",86437.7059492693,396,412,3,51,"White","#35978f"
"Type1_218","Type1","Cell397",53338.1175508729,397,421,3,60,"Black","#35978f"
"Type1_219","Type1","Cell398",43658.5791982193,398,423,3,62,"Black","#35978f"
"Type2_180","Type2","Cell399",99296.0654303327,399,382,3,21,"White","#8c510a"
"Type1_220","Type1","Cell400",65324.3724765838,400,424,3,63,"Black","#35978f"
"Type1_221","Type1","Cell401",73946.580231477,401,425,3,64,"Black","#35978f"
"Type2_181","Type2","Cell402",65979.2381937078,402,383,3,22,"White","#8c510a"
"Type1_222","Type1","Cell403",60356.3690776047,403,426,3,65,"Black","#35978f"
"Type2_182","Type2","Cell404",58915.3009989465,404,384,3,23,"White","#8c510a"
"Type2_183","Type2","Cell405",62355.7573289409,405,385,3,24,"White","#8c510a"
"Type2_184","Type2","Cell406",52582.4910957264,406,386,3,25,"White","#8c510a"
"Type1_223","Type1","Cell407",52647.1195693997,407,427,3,66,"Black","#35978f"
"Type1_224","Type1","Cell408",65026.7551726653,408,428,3,67,"Black","#35978f"
"Type1_225","Type1","Cell409",67834.8852916674,409,429,3,68,"Black","#35978f"
"Type1_226","Type1","Cell410",60450.4034168133,410,430,3,69,"Black","#35978f"
"Type2_185","Type2","Cell411",63126.6464433283,411,387,3,26,"White","#8c510a"
"Type2_186","Type2","Cell412",60169.8405035802,412,388,3,27,"White","#8c510a"
"Type1_227","Type1","Cell413",56982.1290075525,413,432,3,71,"Black","#35978f"
"Type1_228","Type1","Cell414",52770.7851688169,414,433,3,72,"Black","#35978f"
"Type1_229","Type1","Cell415",67714.9810893564,415,434,3,73,"Black","#35978f"
"Type1_230","Type1","Cell416",50053.3109299115,416,438,3,77,"White","#35978f"
"Type1_231","Type1","Cell417",92337.9937646552,417,443,3,82,"White","#35978f"
"Type2_187","Type2","Cell418",53853.1301175872,418,389,3,28,"White","#8c510a"
"Type2_188","Type2","Cell419",61744.9459562445,419,390,3,29,"White","#8c510a"
"Type2_189","Type2","Cell420",62370.4668653987,420,394,3,33,"Black","#8c510a"
"Type2_190","Type2","Cell421",57039.8196954948,421,395,3,34,"Black","#8c510a"
"Type1_232","Type1","Cell422",57406.6537095265,422,451,3,90,"Black","#35978f"
"Type1_233","Type1","Cell423",65995.9456735146,423,452,3,91,"Black","#35978f"
"Type2_191","Type2","Cell424",66591.7540343707,424,406,3,45,"White","#8c510a"
"Type2_192","Type2","Cell425",70998.5501389459,425,407,3,46,"White","#8c510a"
"Type1_234","Type1","Cell426",41360.8503591925,426,453,3,92,"Black","#35978f"
"Type2_193","Type2","Cell427",43234.191689417,427,409,3,48,"White","#8c510a"
"Type1_235","Type1","Cell428",58500.1730177846,428,454,3,93,"Black","#35978f"
"Type2_194","Type2","Cell429",57434.0251537754,429,410,3,49,"White","#8c510a"
"Type2_195","Type2","Cell430",56517.0670456167,430,411,3,50,"White","#8c510a"
"Type2_196","Type2","Cell431",67422.936439012,431,413,3,52,"White","#8c510a"
"Type2_197","Type2","Cell432",71213.3745684912,432,414,3,53,"White","#8c510a"
"Type1_236","Type1","Cell433",62884.4380795911,433,456,3,95,"Black","#35978f"
"Type1_237","Type1","Cell434",53610.6165763036,434,458,3,97,"Black","#35978f"
"Type2_198","Type2","Cell435",49945.0240017278,435,415,3,54,"White","#8c510a"
"Type1_238","Type1","Cell436",46685.2548409641,436,460,3,99,"Black","#35978f"
"Type1_239","Type1","Cell437",48849.4417512058,437,461,3,100,"Black","#35978f"
"Type1_240","Type1","Cell438",66025.0417729316,438,462,3,101,"Black","#35978f"
"Type1_241","Type1","Cell439",52537.637991981,439,463,3,102,"Black","#35978f"
"Type1_242","Type1","Cell440",53754.5272740128,440,464,3,103,"Black","#35978f"
"Type2_199","Type2","Cell441",47494.9819659898,441,416,3,55,"White","#8c510a"
"Type1_243","Type1","Cell442",75289.4219189334,442,465,3,104,"Black","#35978f"
"Type1_244","Type1","Cell443",72383.375265332,443,471,3,110,"White","#35978f"
"Type2_200","Type2","Cell444",57153.2153252715,444,417,3,56,"White","#8c510a"
"Type1_245","Type1","Cell445",42284.7414099623,445,479,3,118,"White","#35978f"
"Type2_201","Type2","Cell446",53010.1411153559,446,418,3,57,"White","#8c510a"
"Type2_202","Type2","Cell447",58034.1136696817,447,419,3,58,"White","#8c510a"
"Type2_203","Type2","Cell448",54263.451500054,448,420,3,59,"White","#8c510a"
"Type2_204","Type2","Cell449",57429.6597276311,449,422,3,61,"Black","#8c510a"
"Type1_246","Type1","Cell450",74310.7892659441,450,481,4,0,"Black","#35978f"
"Type2_205","Type2","Cell451",105572.09694198,451,431,3,70,"Black","#8c510a"
"Type1_247","Type1","Cell452",77788.1206218342,452,482,4,1,"Black","#35978f"
"Type1_248","Type1","Cell453",48736.6785227252,453,483,4,2,"Black","#35978f"
"Type2_206","Type2","Cell454",60697.4729028389,454,435,3,74,"Black","#8c510a"
"Type2_207","Type2","Cell455",43932.5472719169,455,436,3,75,"White","#8c510a"
"Type2_208","Type2","Cell456",52433.8627836334,456,437,3,76,"White","#8c510a"
"Type1_249","Type1","Cell457",49156.903980955,457,484,4,3,"Black","#35978f"
"Type1_250","Type1","Cell458",51060.7875847475,458,486,4,5,"Black","#35978f"
"Type1_251","Type1","Cell459",53751.0284987579,459,487,4,6,"Black","#35978f"
"Type1_252","Type1","Cell460",55468.7350040009,460,488,4,7,"Black","#35978f"
"Type2_209","Type2","Cell461",64760.6488322636,461,439,3,78,"White","#8c510a"
"Type1_253","Type1","Cell462",71972.6715706576,462,491,4,10,"Black","#35978f"
"Type2_210","Type2","Cell463",52356.4124896569,463,440,3,79,"White","#8c510a"
"Type1_254","Type1","Cell464",58164.8771886574,464,492,4,11,"Black","#35978f"
"Type1_255","Type1","Cell465",66107.2618442608,465,494,4,13,"Black","#35978f"
"Type1_256","Type1","Cell466",63870.2073869595,466,495,4,14,"Black","#35978f"
"Type1_257","Type1","Cell467",80357.4770340213,467,504,4,23,"White","#35978f"
"Type1_258","Type1","Cell468",62103.2906864894,468,509,4,28,"White","#35978f"
"Type2_211","Type2","Cell469",48398.1758349642,469,441,3,80,"White","#8c510a"
"Type2_212","Type2","Cell470",56162.9423399681,470,442,3,81,"White","#8c510a"
"Type2_213","Type2","Cell471",70120.1074746878,471,444,3,83,"White","#8c510a"
"Type1_259","Type1","Cell472",59207.6301445305,472,512,4,31,"Black","#35978f"
"Type2_214","Type2","Cell473",62072.3987322142,473,445,3,84,"White","#8c510a"
"Type1_260","Type1","Cell474",51824.0746636526,474,513,4,32,"Black","#35978f"
"Type2_215","Type2","Cell475",70998.3726784229,475,446,3,85,"White","#8c510a"
"Type2_216","Type2","Cell476",85238.7318501282,476,447,3,86,"White","#8c510a"
"Type2_217","Type2","Cell477",43369.5536281237,477,448,3,87,"White","#8c510a"
"Type1_261","Type1","Cell478",78042.424243982,478,514,4,33,"Black","#35978f"
"Type2_218","Type2","Cell479",54260.1503069109,479,449,3,88,"White","#8c510a"
"Type2_219","Type2","Cell480",52499.5494817389,480,450,3,89,"White","#8c510a"
"Type1_262","Type1","Cell481",54308.9160383158,481,515,4,34,"Black","#35978f"
"Type2_220","Type2","Cell482",56902.3779945374,482,455,3,94,"Black","#8c510a"
"Type1_263","Type1","Cell483",40794.1014120233,483,518,4,37,"Black","#35978f"
"Type2_221","Type2","Cell484",66602.9325850866,484,457,3,96,"Black","#8c510a"
"Type2_222","Type2","Cell485",50291.7106554079,485,459,3,98,"Black","#8c510a"
"Type2_223","Type2","Cell486",45155.95200079,486,466,3,105,"White","#8c510a"
"Type1_264","Type1","Cell487",48161.9978395859,487,519,4,38,"Black","#35978f"
"Type1_265","Type1","Cell488",52677.0969366252,488,521,4,40,"Black","#35978f"
"Type2_224","Type2","Cell489",55717.1870216125,489,467,3,106,"White","#8c510a"
"Type2_225","Type2","Cell490",65409.9251573493,490,468,3,107,"White","#8c510a"
"Type2_226","Type2","Cell491",61890.3622392631,491,469,3,108,"White","#8c510a"
"Type1_266","Type1","Cell492",48738.5281622165,492,522,4,41,"Black","#35978f"
"Type1_267","Type1","Cell493",59252.7532626087,493,523,4,42,"Black","#35978f"
"Type2_227","Type2","Cell494",43381.1220950984,494,470,3,109,"White","#8c510a"
"Type2_228","Type2","Cell495",64088.9264968173,495,472,3,111,"White","#8c510a"
"Type1_268","Type1","Cell496",48942.6992330441,496,524,4,43,"Black","#35978f"
"Type1_269","Type1","Cell497",70730.314649149,497,525,4,44,"Black","#35978f"
"Type1_270","Type1","Cell498",71054.9105016352,498,529,4,48,"White","#35978f"
"Type2_229","Type2","Cell499",72895.1218402161,499,473,3,112,"White","#8c510a"
"Type2_230","Type2","Cell500",56944.0460694177,500,474,3,113,"White","#8c510a"
"Type1_271","Type1","Cell501",57486.2442969422,501,531,4,50,"White","#35978f"
"Type2_231","Type2","Cell502",65363.0189850372,502,475,3,114,"White","#8c510a"
"Type1_272","Type1","Cell503",48191.4173767105,503,532,4,51,"White","#35978f"
"Type2_232","Type2","Cell504",56647.381175745,504,476,3,115,"White","#8c510a"
"Type2_233","Type2","Cell505",63591.8278235841,505,477,3,116,"White","#8c510a"
"Type1_273","Type1","Cell506",64116.8769328059,506,541,4,60,"Black","#35978f"
"Type1_274","Type1","Cell507",58743.8251750043,507,542,4,61,"Black","#35978f"
"Type2_234","Type2","Cell508",62155.7130349317,508,478,3,117,"White","#8c510a"
"Type2_235","Type2","Cell509",68745.1070114171,509,480,3,119,"White","#8c510a"
"Type1_275","Type1","Cell510",56962.4906624533,510,544,4,63,"Black","#35978f"
"Type1_276","Type1","Cell511",51583.935250158,511,546,4,65,"Black","#35978f"
"Type1_277","Type1","Cell512",63448.3429628487,512,547,4,66,"Black","#35978f"
"Type2_236","Type2","Cell513",42365.6253811835,513,485,4,4,"Black","#8c510a"
"Type2_237","Type2","Cell514",59796.2457952571,514,489,4,8,"Black","#8c510a"
"Type2_238","Type2","Cell515",48936.2533558347,515,490,4,9,"Black","#8c510a"
"Type2_239","Type2","Cell516",69221.848695337,516,493,4,12,"Black","#8c510a"
"Type2_240","Type2","Cell517",64450.7071183704,517,496,4,15,"White","#8c510a"
"Type1_278","Type1","Cell518",52395.8337787855,518,548,4,67,"Black","#35978f"
"Type1_279","Type1","Cell519",87641.4613199997,519,549,4,68,"Black","#35978f"
"Type1_280","Type1","Cell520",54701.4494876436,520,550,4,69,"Black","#35978f"
"Type2_241","Type2","Cell521",66956.1245584842,521,497,4,16,"White","#8c510a"
"Type2_242","Type2","Cell522",62213.0016637478,522,498,4,17,"White","#8c510a"
"Type1_281","Type1","Cell523",49809.9230018291,523,551,4,70,"Black","#35978f"
"Type2_243","Type2","Cell524",64074.3238865301,524,499,4,18,"White","#8c510a"
"Type1_282","Type1","Cell525",60518.0084795381,525,552,4,71,"Black","#35978f"
"Type1_283","Type1","Cell526",79358.2917410013,526,553,4,72,"Black","#35978f"
"Type1_284","Type1","Cell527",60328.8480653062,527,555,4,74,"Black","#35978f"
"Type2_244","Type2","Cell528",65295.3207004846,528,500,4,19,"White","#8c510a"
"Type1_285","Type1","Cell529",57357.9866922602,529,569,4,88,"White","#35978f"
"Type2_245","Type2","Cell530",59355.4453142985,530,501,4,20,"White","#8c510a"
"Type2_246","Type2","Cell531",52191.7116813282,531,502,4,21,"White","#8c510a"
"Type1_286","Type1","Cell532",59606.9889692492,532,571,4,90,"Black","#35978f"
"Type2_247","Type2","Cell533",50711.5515185958,533,503,4,22,"White","#8c510a"
"Type2_248","Type2","Cell534",62075.7258767956,534,505,4,24,"White","#8c510a"
"Type1_287","Type1","Cell535",43974.8657895117,535,572,4,91,"Black","#35978f"
"Type1_288","Type1","Cell536",70238.2019294161,536,574,4,93,"Black","#35978f"
"Type2_249","Type2","Cell537",78109.4121011705,537,506,4,25,"White","#8c510a"
"Type1_289","Type1","Cell538",56597.8974490661,538,575,4,94,"Black","#35978f"
"Type1_290","Type1","Cell539",83321.94066372,539,576,4,95,"Black","#35978f"
"Type2_250","Type2","Cell540",78482.3255670653,540,507,4,26,"White","#8c510a"
"Type1_291","Type1","Cell541",50124.7423023462,541,577,4,96,"Black","#35978f"
"Type2_251","Type2","Cell542",50189.3781952148,542,508,4,27,"White","#8c510a"
"Type2_252","Type2","Cell543",69468.4915599125,543,510,4,29,"White","#8c510a"
"Type2_253","Type2","Cell544",62914.4395206109,544,511,4,30,"Black","#8c510a"
"Type1_292","Type1","Cell545",44253.4966107409,545,578,4,97,"Black","#35978f"
"Type2_254","Type2","Cell546",60648.235418396,546,516,4,35,"Black","#8c510a"
"Type1_293","Type1","Cell547",58438.2952089024,547,579,4,98,"Black","#35978f"
"Type2_255","Type2","Cell548",63688.6053599041,548,517,4,36,"Black","#8c510a"
"Type2_256","Type2","Cell549",72697.9976674258,549,520,4,39,"Black","#8c510a"
"Type2_257","Type2","Cell550",68218.8756048105,550,526,4,45,"White","#8c510a"
"Type2_258","Type2","Cell551",74221.2974760457,551,527,4,46,"White","#8c510a"
"Type1_294","Type1","Cell552",56175.0378927806,552,580,4,99,"Black","#35978f"
"Type1_295","Type1","Cell553",51419.5421298865,553,581,4,100,"Black","#35978f"
"Type2_259","Type2","Cell554",66377.7441142289,554,528,4,47,"White","#8c510a"
"Type1_296","Type1","Cell555",45672.4051957624,555,582,4,101,"Black","#35978f"
"Type2_260","Type2","Cell556",63895.5035261319,556,530,4,49,"White","#8c510a"
"Type2_261","Type2","Cell557",56729.5238243921,557,533,4,52,"White","#8c510a"
"Type1_297","Type1","Cell558",90750.1233343672,558,583,4,102,"Black","#35978f"
"Type1_298","Type1","Cell559",61438.7649453635,559,584,4,103,"Black","#35978f"
"Type2_262","Type2","Cell560",67808.41677325,560,534,4,53,"White","#8c510a"
"Type2_263","Type2","Cell561",46678.5217998044,561,535,4,54,"White","#8c510a"
"Type1_299","Type1","Cell562",39908.7586405033,562,585,4,104,"Black","#35978f"
"Type2_264","Type2","Cell563",71254.8905317942,563,536,4,55,"White","#8c510a"
"Type1_300","Type1","Cell564",57283.378222081,564,586,4,105,"White","#35978f"
"Type1_301","Type1","Cell565",59702.8570361348,565,589,4,108,"White","#35978f"
"Type2_265","Type2","Cell566",58305.3589783861,566,537,4,56,"White","#8c510a"
"Type2_266","Type2","Cell567",66066.5138488044,567,538,4,57,"White","#8c510a"
"Type1_302","Type1","Cell568",50411.8821847592,568,590,4,109,"White","#35978f"
"Type2_267","Type2","Cell569",44322.2099738556,569,539,4,58,"White","#8c510a"
"Type1_303","Type1","Cell570",65884.432761243,570,593,4,112,"White","#35978f"
"Type1_304","Type1","Cell571",53900.0469473702,571,595,4,114,"White","#35978f"
"Type2_268","Type2","Cell572",62706.6311670812,572,540,4,59,"White","#8c510a"
"Type2_269","Type2","Cell573",88236.0015235334,573,543,4,62,"Black","#8c510a"
"Type1_305","Type1","Cell574",33460.1932449362,574,596,4,115,"White","#35978f"
"Type2_270","Type2","Cell575",75730.6654797172,575,545,4,64,"Black","#8c510a"
"Type2_271","Type2","Cell576",51533.920444212,576,554,4,73,"Black","#8c510a"
"Type1_306","Type1","Cell577",74769.762497128,577,597,4,116,"White","#35978f"
"Type1_307","Type1","Cell578",68403.9764306543,578,599,4,118,"White","#35978f"
"Type1_308","Type1","Cell579",50705.0244533231,579,601,5,0,"Black","#35978f"
"Type1_309","Type1","Cell580",58960.7030084253,580,602,5,1,"Black","#35978f"
"Type1_310","Type1","Cell581",59804.1433326841,581,605,5,4,"Black","#35978f"
"Type2_272","Type2","Cell582",61303.9118050346,582,556,4,75,"White","#8c510a"
"Type2_273","Type2","Cell583",49363.4071505101,583,557,4,76,"White","#8c510a"
